"logFC","logCPM","PValue","FDR","ENTREZID","SYMBOL","GENENAME"
-1.84579260793042,2.27445875797536,2.03521009249303e-11,1.90201138318759e-09,"15380",NA,NA
-1.3595025345077,0.314802725103453,1.12088918912129e-05,0.000278887905388511,"15381",NA,NA
-2.03028742378961,-0.0595666387591019,2.74024914557199e-07,9.92099651286617e-06,"15382",NA,NA
0.429402172351827,4.73958268492886,0.00353620274103106,0.034144231603731,"15458",NA,NA
-4.55477584227078,2.10657595474657,2.25748886078209e-12,2.67524066543198e-10,"15480",NA,NA
-3.45923516155071,2.26465070747903,1.02581983972533e-11,1.03436833838971e-09,"15485",NA,NA
-4.15976775060237,0.174836913776754,7.56488164898772e-07,2.49875747937998e-05,"15513",NA,NA
-4.70634849151973,1.62804676439019,1.85582289306981e-11,1.77034723284958e-09,"15556",NA,NA
-2.18690581982621,1.57424971988272,4.06681774524462e-05,0.000872165484731098,"15574",NA,NA
-2.36874637697069,0.649133326397063,4.81771146620423e-10,3.13765401155907e-08,"15630",NA,NA
-5.31164029742889,2.20354774048971,2.09737374964449e-11,1.95217095159218e-09,"15654",NA,NA
0.472335664366163,4.05417747788223,0.00198110488140097,0.0218969236651002,"15690",NA,NA
-2.67402728856727,-0.985243408546338,0.000870097489983083,0.0115390288402362,"15728",NA,NA
-0.877597303715891,0.667194388069469,0.00233312108699552,0.0248096456013076,"15827",NA,NA
0.567353872308468,5.08997930583369,0.00130598966850851,0.0159705864250057,"15872",NA,NA
0.597437020371941,2.41996310438337,0.00459052283748665,0.0413867137387521,"15874",NA,NA
1.05859509101038,7.90568423742189,1.22384742302457e-05,0.000301891118619472,"15877",NA,NA
0.838608699375291,3.046022358462,0.00140609948680494,0.0168516090577196,"15900",NA,NA
0.883260554117165,4.99366947631164,0.000397413660289448,0.00606079916445209,"15902",NA,NA
-1.54364313720549,-0.546110239415148,0.00146569658643296,0.0173961613433628,"15924",NA,NA
2.28858428817315,2.29564791763696,0.00153977121439097,0.0180793361689726,"16073",NA,NA
0.730180893991973,7.70622529432546,0.00222436155685003,0.0238962954168141,"16076",NA,NA
